0.91,-9.7311,-10.0425,28.2609
0.92,-9.75432,-9.90667,28.4765
0.93,-9.76148,-9.75207,28.6739
0.94,-9.75242,-9.58085,28.8502
0.95,-9.72723,-9.39549,29.0032
0.96,-9.68622,-9.19872,29.1306
0.97,-9.62996,-8.99347,29.2311
0.98,-9.55923,-8.78276,29.3035
0.99,-9.47503,-8.56962,29.3473
1,-9.37857,-8.35703,29.3623
1.01,-9.2712,-8.14787,29.349
1.02,-9.15442,-7.94479,29.3082
1.03,-9.02982,-7.75023,29.241
1.04,-8.89906,-7.56634,29.1489
1.05,-8.76384,-7.39499,29.0337
1.06,-8.62585,-7.23773,28.8973
1.07,-8.48677,-7.09581,28.7418
1.08,-8.34819,-6.97017,28.5695
1.09,-8.21166,-6.86149,28.3826
1.1,-8.07862,-6.7702,28.1834
1.11,-7.9504,-6.69648,27.9741
1.12,-7.82822,-6.64035,27.757
1.13,-7.71317,-6.60165,27.5341
1.14,-7.60622,-6.58007,27.3076
1.15,-7.5082,-6.57523,27.0793
1.16,-7.41984,-6.58665,26.8513
1.17,-7.34174,-6.61377,26.6253
1.18,-7.27439,-6.65602,26.403
1.19,-7.21818,-6.71279,26.186
1.2,-7.1734,-6.78342,25.976
1.21,-7.14024,-6.86728,25.7743
1.22,-7.11883,-6.96369,25.5825
1.23,-7.10921,-7.07197,25.4019
1.24,-7.11136,-7.19143,25.2337
1.25,-7.12519,-7.32134,25.0793
1.26,-7.15053,-7.46096,24.9398
1.27,-7.18719,-7.60949,24.8165
1.28,-7.23489,-7.76608,24.7105
1.29,-7.29331,-7.92984,24.6227
1.3,-7.36206,-8.09977,24.5543
1.31,-7.44069,-8.27482,24.5061
1.32,-7.5287,-8.45382,24.479
1.33,-7.62551,-8.63548,24.4737
1.34,-7.73047,-8.81842,24.4909
1.35,-7.84285,-9.00113,24.5311
1.36,-7.96184,-9.18196,24.5945
1.37,-8.08656,-9.35915,24.6815
1.38,-8.21602,-9.53084,24.7918
1.39,-8.34915,-9.69503,24.9252
1.4,-8.48479,-9.84968,25.0811
1.41,-8.6217,-9.99265,25.2587
1.42,-8.75853,-10.1218,25.4566
1.43,-8.89387,-10.235,25.6734
1.44,-9.02626,-10.3303,25.9073
1.45,-9.15416,-10.4056,26.1558
1.46,-9.27603,-10.4593,26.4164
1.47,-9.39029,-10.4898,26.6863
1.48,-9.49541,-10.4959,26.9621
1.49,-9.58989,-10.4767,27.2404
1.5,-9.67232,-10.4319,27.5174
1.51,-9.74141,-10.3615,27.7895
1.52,-9.79599,-10.266,28.0528
1.53,-9.83511,-10.1463,28.3034
1.54,-9.85801,-10.0039,28.5379
1.55,-9.86417,-9.84088,28.7527
1.56,-9.85331,-9.65947,28.9449
1.57,-9.82544,-9.46244,29.1117
1.58,-9.78085,-9.2528,29.2511
1.59,-9.72006,-9.03375,29.3612
1.6,-9.6439,-8.80862,29.441
1.61,-9.55339,-8.58075,29.4899
1.62,-9.44982,-8.35341,29.5078
1.63,-9.33462,-8.12972,29.4951
1.64,-9.20939,-7.91261,29.4528
1.65,-9.07585,-7.70471,29.3822
1.66,-8.93577,-7.50834,29.2849
1.67,-8.79097,-7.32551,29.1629
1.68,-8.64328,-7.15786,29.0183
1.69,-8.49448,-7.0067,28.8534
1.7,-8.34629,-6.87302,28.6706
1.71,-8.20035,-6.75748,28.4724
1.72,-8.0582,-6.66048,28.2612
1.73,-7.92126,-6.58219,28.0394
1.74,-7.7908,-6.52255,27.8093
1.75,-7.66797,-6.48136,27.5733
1.76,-7.55379,-6.45823,27.3334
1.77,-7.44913,-6.45273,27.0918
1.78,-7.35473,-6.46429,26.8505
1.79,-7.27122,-6.49232,26.6113
1.8,-7.1991,-6.53618,26.3759
1.81,-7.13875,-6.59521,26.1462
1.82,-7.09047,-6.66872,25.9236
1.83,-7.05445,-6.75605,25.7098
1.84,-7.03082,-6.8565,25.5061
1.85,-7.01959,-6.96937,25.3141
1.86,-7.02075,-7.09396,25.1349
1.87,-7.03419,-7.22954,24.9701
1.88,-7.05976,-7.37537,24.8207
1.89,-7.09723,-7.53067,24.6881
1.9,-7.14634,-7.69459,24.5733
1.91,-7.20676,-7.86623,24.4776
1.92,-7.2781,-8.04462,24.402
1.93,-7.35991,-8.2287,24.3475
1.94,-7.45167,-8.41728,24.315
1.95,-7.55282,-8.60909,24.3054
1.96,-7.6627,-8.8027,24.3194
1.97,-7.78057,-8.99656,24.3576
1.98,-7.90561,-9.18898,24.4204
1.99,-8.03692,-9.37813,24.5081
2,-8.1735,-9.56202,24.6207
2.01,-8.31424,-9.73858,24.758
2.02,-8.45795,-9.9056,24.9194
2.03,-8.60332,-10.0608,25.1042
2.04,-8.74897,-10.2019,25.3112
2.05,-8.8934,-10.3265,25.5388
2.06,-9.03505,-10.4324,25.7852
2.07,-9.17231,-10.5174,26.0479
2.08,-9.3035,-10.5795,26.3244
2.09,-9.42694,-10.617,26.6114
2.1,-9.54096,-10.6285,26.9056
2.11,-9.64393,-10.613,27.2033
2.12,-9.73428,-10.5698,27.5005
2.13,-9.81058,-10.4989,27.793
2.14,-9.87155,-10.4007,28.0768
2.15,-9.91608,-10.2762,28.3476
2.16,-9.94331,-10.1268,28.6016
2.17,-9.95262,-9.95476,28.8349
2.18,-9.94367,-9.76246,29.0442
2.19,-9.91642,-9.55289,29.2265
2.2,-9.8711,-9.3293,29.3793
2.21,-9.80829,-9.09519,29.5009
2.22,-9.72881,-8.8542,29.5898
2.23,-9.63378,-8.60999,29.6454
2.24,-9.52454,-8.36614,29.6677
2.25,-9.40265,-8.12609,29.6571
2.26,-9.26982,-7.89302,29.6145
2.27,-9.12792,-7.66981,29.5415
2.28,-8.97885,-7.45899,29.4398
2.29,-8.8246,-7.26272,29.3116
2.3,-8.66713,-7.08277,29.1592
2.31,-8.50836,-6.92053,28.985
2.32,-8.35017,-6.77702,28.7918
2.33,-8.1943,-6.65293,28.5821
2.34,-8.04242,-6.54864,28.3586
2.35,-7.89603,-6.46427,28.1239
2.36,-7.7565,-6.39973,27.8804
2.37,-7.62506,-6.35472,27.6305
2.38,-7.50277,-6.32882,27.3766
2.39,-7.39055,-6.32149,27.1208
2.4,-7.28919,-6.33213,26.8652
2.41,-7.19933,-6.36006,26.6117
2.42,-7.12149,-6.40459,26.3623
2.43,-7.05607,-6.46499,26.1185
2.44,-7.00336,-6.54056,25.8822
2.45,-6.96356,-6.63058,25.6548
2.46,-6.93678,-6.73434,25.4378
2.47,-6.92307,-6.85112,25.2328
2.48,-6.92237,-6.98022,25.0412
2.49,-6.93459,-7.12092,24.8642
2.5,-6.95957,-7.27247,24.7031
2.51,-6.99709,-7.4341,24.5593
2.52,-7.04688,-7.605,24.434
2.53,-7.1086,-7.78427,24.3284
2.54,-7.18187,-7.97098,24.2436
2.55,-7.26626,-8.16405,24.1807
2.56,-7.36125,-8.36233,24.1407
2.57,-7.46627,-8.56453,24.1246
2.58,-7.58067,-8.76923,24.1332
2.59,-7.70372,-8.97485,24.1673
2.6,-7.83461,-9.17965,24.2273
2.61,-7.97241,-9.38175,24.3136
2.62,-8.11612,-9.57909,24.4265
2.63,-8.26462,-9.76948,24.5657
2.64,-8.41667,-9.95057,24.7309
2.65,-8.57093,-10.1199,24.9214
2.66,-8.72596,-10.2751,25.1361
2.67,-8.88022,-10.4134,25.3735
2.68,-9.03204,-10.5324,25.6316
2.69,-9.17971,-10.6298,25.9082
2.7,-9.32145,-10.7032,26.2004
2.71,-9.45545,-10.7506,26.5051
2.72,-9.57988,-10.7704,26.8186
2.73,-9.69296,-10.7612,27.137
2.74,-9.79297,-10.7223,27.456
2.75,-9.87831,-10.6533,27.7712
2.76,-9.94752,-10.5546,28.0781
2.77,-9.99934,-10.4271,28.372
2.78,-10.0328,-10.2723,28.6487
2.79,-10.047,-10.0923,28.904
2.8,-10.0417,-9.88976,29.1339
2.81,-10.0167,-9.66787,29.3353
2.82,-9.97208,-9.43012,29.5054
2.83,-9.9085,-9.18034,29.6419
2.84,-9.82678,-8.92249,29.7433
2.85,-9.72808,-8.6606,29.809
2.86,-9.61381,-8.39862,29.8386
2.87,-9.48563,-8.14033,29.8327
2.88,-9.34539,-7.88925,29.7923
2.89,-9.19508,-7.64855,29.7189
2.9,-9.03679,-7.42103,29.6146
2.91,-8.87264,-7.20904,29.4815
2.92,-8.70477,-7.01451,29.3224
2.93,-8.53528,-6.83896,29.1398
2.94,-8.36617,-6.68347,28.9366
2.95,-8.19935,-6.54875,28.7158
2.96,-8.03662,-6.43519,28.48
2.97,-7.87959,-6.34288,28.2321
2.98,-7.72974,-6.27167,27.9747
2.99,-7.58838,-6.22121,27.7105
3,-7.45666,-6.191,27.4418
3.01,-7.33555,-6.18042,27.171
3.02,-7.22588,-6.18878,26.9001
3.03,-7.12833,-6.21534,26.6313
3.04,-7.04344,-6.25934,26.3665
3.05,-6.97163,-6.32,26.1075
3.06,-6.9132,-6.39657,25.8559
3.07,-6.86836,-6.48828,25.6134
3.08,-6.83721,-6.5944,25.3816
3.09,-6.81979,-6.7142,25.162
3.1,-6.81607,-6.84697,24.9559
3.11,-6.82593,-6.992,24.7648
3.12,-6.84922,-7.14855,24.5901
3.13,-6.88571,-7.31587,24.433
3.14,-6.93515,-7.49318,24.2949
3.15,-6.9972,-7.67962,24.177
3.16,-7.0715,-7.87427,24.0806
3.17,-7.1576,-8.0761,24.0068
3.18,-7.25502,-8.28398,23.9567
3.19,-7.3632,-8.49666,23.9314
3.2,-7.48149,-8.7127,23.9319
3.21,-7.60919,-8.93055,23.959
3.22,-7.74548,-9.14845,24.0134
3.23,-7.88946,-9.36447,24.0956
3.24,-8.04012,-9.5765,24.206
3.25,-8.19634,-9.78224,24.3445
3.26,-8.35687,-9.97924,24.511
3.27,-8.52034,-10.1649,24.7049
3.28,-8.68527,-10.3365,24.9252
3.29,-8.85004,-10.4914,25.1706
3.3,-9.01294,-10.6266,25.4391
3.31,-9.17215,-10.7396,25.7285
3.32,-9.32578,-10.8277,26.036
3.33,-9.47187,-10.8886,26.3583
3.34,-9.60846,-10.9203,26.6916
3.35,-9.73359,-10.9212,27.0318
3.36,-9.84536,-10.8901,27.3744
3.37,-9.94196,-10.8265,27.7145
3.38,-10.0217,-10.7304,28.0473
3.39,-10.0832,-10.6027,28.3678
3.4,-10.1253,-10.4448,28.671
3.41,-10.1469,-10.2588,28.9523
3.42,-10.1475,-10.0474,29.2074
3.43,-10.1269,-9.81398,29.4325
3.44,-10.085,-9.56231,29.6244
3.45,-10.0225,-9.29651,29.7805
3.46,-9.94017,-9.02094,29.8991
3.47,-9.83913,-8.74002,29.9791
3.48,-9.72089,-8.45813,30.0201
3.49,-9.5872,-8.17947,30.0227
3.5,-9.44003,-7.90795,29.9877
3.51,-9.28152,-7.64713,29.917
3.52,-9.11392,-7.40012,29.8125
3.53,-8.93953,-7.16955,29.6767
3.54,-8.76069,-6.95758,29.5125
3.55,-8.57966,-6.76586,29.3228
3.56,-8.39864,-6.5956,29.1107
3.57,-8.21972,-6.44758,28.8792
3.58,-8.04484,-6.3222,28.6314
3.59,-7.87576,-6.21952,28.3704
3.6,-7.71409,-6.13936,28.0989
3.61,-7.56126,-6.08131,27.8198
3.62,-7.41848,-6.04477,27.5357
3.63,-7.28684,-6.02905,27.2489
3.64,-7.1672,-6.03338,26.9618
3.65,-7.06029,-6.05693,26.6765
3.66,-6.96669,-6.09885,26.395
3.67,-6.88685,-6.15831,26.1191
3.68,-6.82107,-6.23448,25.8507
3.69,-6.76958,-6.32656,25.5915
3.7,-6.73249,-6.43379,25.343
3.71,-6.70984,-6.55541,25.1067
3.72,-6.70158,-6.69071,24.8841
3.73,-6.70762,-6.83899,24.6768
3.74,-6.72779,-6.99952,24.486
3.75,-6.76189,-7.17158,24.3131
3.76,-6.80964,-7.35443,24.1596
3.77,-6.87073,-7.54725,24.0267
3.78,-6.94481,-7.74917,23.9157
3.79,-7.03146,-7.95923,23.8279
3.8,-7.1302,-8.17633,23.7646
3.81,-7.24049,-8.39926,23.7268
3.82,-7.36173,-8.62665,23.7158
3.83,-7.49323,-8.85696,23.7324
3.84,-7.6342,-9.08846,23.7777
3.85,-7.78377,-9.3192,23.8522
3.86,-7.94094,-9.54704,23.9565
3.87,-8.1046,-9.76963,24.0908
3.88,-8.27351,-9.98442,24.2551
3.89,-8.4463,-10.1887,24.4491
3.9,-8.62146,-10.3795,24.672
3.91,-8.79734,-10.5539,24.9225
3.92,-8.97216,-10.7089,25.1991
3.93,-9.14403,-10.8414,25.4994
3.94,-9.31094,-10.9484,25.8208
3.95,-9.47082,-11.0273,26.1599
3.96,-9.62153,-11.0757,26.513
3.97,-9.76093,-11.0914,26.8756
3.98,-9.88692,-11.0729,27.2432
3.99,-9.99748,-11.0194,27.6105
4,-10.0907,-10.9304,27.9721
4.01,-10.1649,-10.8067,28.3227
4.02,-10.2186,-10.6493,28.6568
4.03,-10.2507,-10.4603,28.9691
4.04,-10.2603,-10.2424,29.2547
4.05,-10.247,-9.99918,29.5092
4.06,-10.2108,-9.73454,29.7289
4.07,-10.152,-9.45295,29.9108
4.08,-10.0713,-9.15914,30.0524
4.09,-9.96998,-8.85799,30.1525
4.1,-9.84947,-8.55437,30.2105
4.11,-9.71161,-8.25298,30.2266
4.12,-9.55848,-7.95824,30.2019
4.13,-9.39235,-7.67415,30.1379
4.14,-9.21566,-7.40425,30.0369
4.15,-9.03091,-7.15155,29.9016
4.16,-8.84063,-6.91849,29.7349
4.17,-8.6473,-6.70697,29.5401
4.18,-8.45335,-6.51837,29.3205
4.19,-8.26105,-6.35357,29.0795
4.2,-8.07253,-6.21303,28.8204
4.21,-7.88976,-6.09682,28.5466
4.22,-7.7145,-6.00472,28.261
4.23,-7.5483,-5.93626,27.9667
4.24,-7.39251,-5.89077,27.6665
4.25,-7.2483,-5.86747,27.363
4.26,-7.11664,-5.86547,27.0585
4.27,-6.9983,-5.88385,26.7554
4.28,-6.89393,-5.92168,26.4558
4.29,-6.80399,-5.97802,26.1616
4.3,-6.72883,-6.052,25.8746
4.31,-6.66868,-6.14274,25.5966
4.32,-6.62367,-6.24943,25.3293
4.33,-6.59383,-6.3713,25.0741
4.34,-6.57914,-6.50762,24.8327
4.35,-6.57948,-6.65768,24.6065
4.36,-6.59472,-6.82079,24.3969
4.37,-6.62462,-6.99626,24.2054
4.38,-6.66895,-7.18338,24.0334
4.39,-6.7274,-7.3814,23.8822
4.4,-6.79963,-7.58951,23.7533
4.41,-6.88524,-7.80682,23.6479
4.42,-6.98379,-8.03232,23.5675
4.43,-7.09477,-8.26488,23.5133
4.44,-7.21761,-8.5032,23.4866
4.45,-7.35165,-8.74581,23.4885
4.46,-7.49617,-8.99102,23.5202
4.47,-7.65033,-9.23695,23.5824
4.48,-7.81316,-9.48146,23.6759
4.49,-7.98361,-9.72218,23.8014
4.5,-8.16045,-9.95651,23.9589
4.51,-8.34234,-10.1816,24.1485
4.52,-8.52778,-10.3945,24.3696
4.53,-8.7151,-10.5918,24.6212
4.54,-8.9025,-10.7704,24.902
4.55,-9.08801,-10.9269,25.21
4.56,-9.26956,-11.0579,25.5426
4.57,-9.44493,-11.1603,25.8966
4.58,-9.61186,-11.2311,26.2683
4.59,-9.768,-11.2678,26.6531
4.6,-9.91104,-11.2683,27.0463
4.61,-10.0387,-11.2311,27.4424
4.62,-10.1488,-11.1555,27.8357
4.63,-10.2394,-11.0415,28.2201
4.64,-10.3087,-10.89,28.5897
4.65,-10.3552,-10.7028,28.9386
4.66,-10.3779,-10.4826,29.2612
4.67,-10.376,-10.2327,29.5522
4.68,-10.3492,-9.95731,29.8071
4.69,-10.2978,-9.66115,30.0224
4.7,-10.2222,-9.34933,30.1949
4.71,-10.1236,-9.02723,30.3229
4.72,-10.0035,-8.70027,30.4053
4.73,-9.86364,-8.37373,30.4421
4.74,-9.70626,-8.05265,30.434
4.75,-9.53376,-7.74163,30.3828
4.76,-9.34872,-7.44475,30.2906
4.77,-9.15388,-7.16551,30.1603
4.78,-8.95197,-6.9068,29.995
4.79,-8.74574,-6.67084,29.7983
4.8,-8.53786,-6.45927,29.5738
4.81,-8.33085,-6.27317,29.3253
4.82,-8.12708,-6.11311,29.0563
4.83,-7.92874,-5.9792,28.7704
4.84,-7.73779,-5.87123,28.4711
4.85,-7.55597,-5.78866,28.1616
4.86,-7.3848,-5.73076,27.8449
4.87,-7.22556,-5.69664,27.5238
4.88,-7.07934,-5.6853,27.201
4.89,-6.94701,-5.69571,26.8789
4.9,-6.82928,-5.72681,26.5596
4.91,-6.72667,-5.77758,26.2452
4.92,-6.63957,-5.84701,25.9377
4.93,-6.56823,-5.93419,25.6389
4.94,-6.51279,-6.03822,25.3504
4.95,-6.47331,-6.15829,25.0739
4.96,-6.44976,-6.29364,24.8109
4.97,-6.44205,-6.44356,24.563
4.98,-6.45001,-6.60737,24.3316
4.99,-6.47344,-6.78442,24.1181
5,-6.51211,-6.97404,23.9241
5.01,-6.56573,-7.17556,23.751
5.02,-6.63396,-7.38824,23.6001
5.03,-6.71645,-7.61128,23.4731
5.04,-6.81278,-7.84379,23.3711
5.05,-6.92249,-8.08475,23.2958
5.06,-7.04505,-8.33297,23.2485
5.07,-7.17986,-8.5871,23.2305
5.08,-7.32625,-8.84556,23.243
5.09,-7.48345,-9.10656,23.2873
5.1,-7.65056,-9.36805,23.3643
5.11,-7.82659,-9.6277,23.4748
5.12,-8.01038,-9.88291,23.6195
5.13,-8.20064,-10.1308,23.7985
5.14,-8.3959,-10.3683,24.0117
5.15,-8.59455,-10.592,24.2586
5.16,-8.79476,-10.7984,24.5381
5.17,-8.99458,-10.9837,24.8487
5.18,-9.19186,-11.1444,25.1879
5.19,-9.3843,-11.2766,25.553
5.2,-9.5695,-11.377,25.9402
5.21,-9.74495,-11.4423,26.3454
5.22,-9.90811,-11.4698,26.7635
5.23,-10.0564,-11.4573,27.1889
5.24,-10.1875,-11.4034,27.6157
5.25,-10.2989,-11.3075,28.0373
5.26,-10.3885,-11.1699,28.4472
5.27,-10.4546,-10.9918,28.8387
5.28,-10.4955,-10.7756,29.2054
5.29,-10.5103,-10.5245,29.5411
5.3,-10.4982,-10.2426,29.8405
5.31,-10.4592,-9.93494,30.0988
5.32,-10.3936,-9.60681,30.3123
5.33,-10.3022,-9.26412,30.4784
5.34,-10.1865,-8.91289,30.5953
5.35,-10.0482,-8.5591,30.6624
5.36,-9.88947,-8.20852,30.6803
5.37,-9.71287,-7.86649,30.6503
5.38,-9.52115,-7.53784,30.5746
5.39,-9.31721,-7.22674,30.4561
5.4,-9.10406,-6.93666,30.2982
5.41,-8.88473,-6.67036,30.1045
5.42,-8.66216,-6.42986,29.8792
5.43,-8.43919,-6.21655,29.6263
5.44,-8.21849,-6.03121,29.3497
5.45,-8.00251,-5.87407,29.0536
5.46,-7.7935,-5.74497,28.7416
5.47,-7.59343,-5.64335,28.4173
5.48,-7.40402,-5.56842,28.0841
5.49,-7.22676,-5.51917,27.7451
5.5,-7.06288,-5.4945,27.403
5.51,-6.91338,-5.49321,27.0605
5.52,-6.77908,-5.51413,26.7201
5.53,-6.66057,-5.55608,26.3838
5.54,-6.5583,-5.61795,26.0537
5.55,-6.47257,-5.69867,25.7317
5.56,-6.40356,-5.79729,25.4196
5.57,-6.35133,-5.91291,25.119
5.58,-6.31586,-6.04473,24.8316
5.59,-6.29706,-6.19201,24.5588
5.6,-6.29479,-6.35407,24.3021
5.61,-6.30885,-6.53027,24.0631
5.62,-6.33899,-6.72001,23.8432
5.63,-6.38495,-6.92267,23.6439
5.64,-6.44643,-7.13761,23.4667
5.65,-6.52307,-7.36415,23.3131
5.66,-6.61451,-7.60151,23.1846
5.67,-6.72032,-7.84884,23.0827
5.68,-6.84005,-8.10509,23.0089
5.69,-6.97314,-8.36909,22.9648
5.7,-7.11902,-8.63943,22.9518
5.71,-7.27698,-8.91447,22.9713
5.72,-7.44624,-9.19234,23.0245
5.73,-7.62588,-9.47083,23.1126
5.74,-7.81485,-9.74745,23.2365
5.75,-8.01197,-10.0194,23.397
5.76,-8.21585,-10.2836,23.5943
5.77,-8.42496,-10.5365,23.8283
5.78,-8.63754,-10.7745,24.0985
5.79,-8.85167,-10.9936,24.4039
5.8,-9.06519,-11.1899,24.7425
5.81,-9.2758,-11.359,25.1121
5.82,-9.48099,-11.4971,25.5093
5.83,-9.67812,-11.6001,25.9302
5.84,-9.86446,-11.6646,26.37
5.85,-10.0372,-11.6875,26.8231
5.86,-10.1936,-11.6665,27.2835
5.87,-10.3309,-11.5999,27.7442
5.88,-10.4466,-11.4873,28.1981
5.89,-10.5383,-11.3291,28.6379
5.9,-10.6041,-11.127,29.0561
5.91,-10.6424,-10.8837,29.4457
5.92,-10.6521,-10.6031,29.8002
5.93,-10.6325,-10.2899,30.1135
5.94,-10.5837,-9.94983,30.3808
5.95,-10.506,-9.58911,30.5982
5.96,-10.4007,-9.21435,30.7631
5.97,-10.2694,-8.83231,30.874
5.98,-10.1141,-8.4496,30.9306
5.99,-9.93739,-8.07252,30.934
6,-9.74212,-7.70684,30.886
6.01,-9.5314,-7.35764,30.7894
6.02,-9.30847,-7.02925,30.6477
6.03,-9.07666,-6.72516,30.4649
6.04,-8.83926,-6.44804,30.2453
6.05,-8.59946,-6.19977,29.9932
6.06,-8.3603,-5.98149,29.7134
6.07,-8.1246,-5.79372,29.4101
6.08,-7.89494,-5.63639,29.0877
6.09,-7.67361,-5.50902,28.7501
6.1,-7.46264,-5.41077,28.401
6.11,-7.26377,-5.34056,28.044
6.12,-7.07844,-5.29713,27.6822
6.13,-6.90786,-5.27915,27.3184
6.14,-6.75298,-5.28525,26.9554
6.15,-6.61453,-5.31409,26.5954
6.16,-6.49304,-5.36437,26.2407
6.17,-6.38889,-5.43488,25.8932
6.18,-6.30229,-5.52452,25.5547
6.19,-6.23335,-5.63229,25.2271
6.2,-6.18206,-5.75728,24.912
6.21,-6.14835,-5.8987,24.6109
6.22,-6.13208,-6.05584,24.3253
6.23,-6.13303,-6.22806,24.0567
6.24,-6.151,-6.41477,23.8067
6.25,-6.1857,-6.61544,23.5767
6.26,-6.23684,-6.82951,23.3682
6.27,-6.30412,-7.05641,23.1828
6.28,-6.38718,-7.29553,23.022
6.29,-6.48566,-7.54616,22.8874
6.3,-6.59914,-7.80748,22.7807
6.31,-6.72717,-8.07852,22.7034
6.32,-6.86923,-8.3581,22.6573
6.33,-7.02473,-8.64486,22.6439
6.34,-7.19301,-8.93712,22.6647
6.35,-7.37327,-9.23295,22.7212
6.36,-7.56462,-9.53008,22.8148
6.37,-7.76599,-9.82589,22.9466
6.38,-7.97616,-10.1174,23.1174
6.39,-8.19373,-10.4013,23.3278
6.4,-8.4171,-10.6737,23.5777
6.41,-8.64442,-10.9308,23.8669
6.42,-8.87366,-11.1682,24.1942
6.43,-9.10254,-11.3814,24.5579
6.44,-9.32856,-11.5657,24.9554
6.45,-9.54903,-11.7166,25.3835
6.46,-9.76109,-11.8297,25.8377
6.47,-9.96173,-11.9009,26.313
6.48,-10.1479,-11.9267,26.8033
6.49,-10.3165,-11.9044,27.3017
6.5,-10.4645,-11.8323,27.8008
6.51,-10.5891,-11.7094,28.2926
6.52,-10.6878,-11.5365,28.769
6.53,-10.7582,-11.3151,29.2216
6.54,-10.7986,-11.0486,29.6425
6.55,-10.8078,-10.7411,30.0245
6.56,-10.7852,-10.3981,30.361
6.57,-10.7305,-10.0261,30.6465
6.58,-10.6446,-9.63207,30.877
6.59,-10.5286,-9.22349,31.0497
6.6,-10.3843,-8.80795,31.163
6.61,-10.2142,-8.39283,31.2171
6.62,-10.021,-7.98511,31.2133
6.63,-9.8081,-7.5911,31.1538
6.64,-9.57882,-7.21632,31.0421
6.65,-9.33682,-6.86537,30.8821
6.66,-9.08575,-6.54187,30.6786
6.67,-8.82923,-6.24853,30.4364
6.68,-8.57074,-5.98713,30.1604
6.69,-8.31356,-5.75866,29.8557
6.7,-8.06072,-5.56339,29.5272
6.71,-7.81496,-5.401,29.1793
6.72,-7.57868,-5.27071,28.8165
6.73,-7.35401,-5.1714,28.4426
6.74,-7.1427,-5.1017,28.0613
6.75,-6.94625,-5.06009,27.6758
6.76,-6.76582,-5.045,27.2892
